costOfRevenue,currency,ebit,filingType,fiscalDate,fiscalQuarter,fiscalYear,grossProfit,incomeTax,interestIncome,minorityInterest,netIncome,netIncomeBasic,operatingExpense,operatingIncome,otherIncomeExpenseNet,pretaxIncome,reportDate,researchAndDevelopment,sellingGeneralAndAdmin,symbol,totalRevenue,id,key,subkey,date,updated
9815130079.9646,USD,1306770658.8964,20-F,2020-03-31,4,2020,5515794587.1149,323577437.1089,156296295.819,-391378179.0093,284845451.073608,284845451.073608,14508648728.2249,822275938.8546009,0,224671327.9797,2020-07-09,1429136660.7816,2712927908.8433,BABA,15330924667.0795,INCOME,BABA,quarterly,1585612800000,1608330865000
12084545390.5064,USD,5979078599.09501,6-K,2019-12-31,3,2020,11051658666.9048,1204700150.5714,187576126.6918,-292613025.7484,7495736906.8918,7495736906.8918,17467364048.2992,5668840009.112003,0,8388478900.2378,2020-02-13,1587303862.0054,3326646127.693,BABA,23136204057.4112,INCOME,BABA,quarterly,1577750400000,1608330865000
9200729925.2518,USD,1260527793.134,6-K,2019-09-30,2,2020,7505755192.2793,395143177.9145,190903986.488,-258702975.8069,10182481749.882,10182481749.882,13767125207.9291,2939359909.6019993,0,10326080851.4829,2019-11-01,1535373385.4454,2609067938.8621,BABA,16706485117.5311,INCOME,BABA,quarterly,1569801600000,1608330865000
8735801244.8774,USD,3624978155.0584,6-K,2019-06-30,1,2020,8000378631.8674,977456748.2224,196015611.3092,-338731286.7052,3094891360.7304,3094891360.7304,13186491521.8698,3549688354.875,0,3762159957.3268,2019-08-15,1525892700.8156,2478301391.7236,BABA,16736179876.7448,INCOME,BABA,quarterly,1561852800000,1608330865000
8575764439.8103,USD,1558184998.8355,20-F,2019-03-31,4,2019,5904180129.6835,758341075.4746,201061523.3615,-389596457.6454,4018259659.34,4018259659.34,13047604712.0325,1432339857.4613,0,4399885478.1399,2019-06-05,1327487652.041,2652362526.2778,BABA,14479944569.4938,INCOME,BABA,quarterly,1553990400000,1608330865000
8841026383.7355,USD,3770734897.3895,6-K,2018-12-31,3,2019,8208911824.0775,812095660.131,193937631.689,-313440430.226,4805117393.242,4805117393.242,13154030671.08,3895907536.733,0,5313658499.425,2019-01-30,1294032128.6835,2610598240.0595,BABA,17049938207.813,INCOME,BABA,quarterly,1546214400000,1608330865000
6811180667.421,USD,2148056485.8675,6-K,2018-09-30,2,2019,5584801281.657,40326102.7845,195079341.99,-275440384.362,2916436162.7505,2916436162.7505,10430484787.7295,1965497161.3484993,0,2695880041.023,2018-11-02,1217790071.4525,2021400495.1725,BABA,12395981949.078,INCOME,BABA,quarterly,1538265600000,1608330865000
6601736504.3,USD,1112117780.2875,6-K,2018-06-30,1,2019,5617214043,855417138.5375,183163457.9075,-161570403.925,1311438278.5875,1311438278.5875,11007927519.75,1211023027.5499992,0,2010570026.4125,2018-08-23,1738014345.025,2350471876.165,BABA,12218950547.3,INCOME,BABA,quarterly,1530316800000,1608330865000
5782638039.5304,USD,1834058929.7457,20-F,2018-03-31,4,2018,5649137736.9654,781111242.6152,208047289.3896,-177920001.9511,1677699078.0498,1677699078.0498,9452280856.0037,1979494920.4920998,0,2298069716.1631,2018-07-27,1201902793.321,2205042705.2387,BABA,11431775776.4958,INCOME,BABA,quarterly,1522454400000,1608330865000
5370506575.0348,USD,1230632642.9708,6-K,2017-12-31,3,2018,7341233544.47,1020117603.8958,129217958.5304,-113448468.3306,3685620753.2018,3685620753.2018,8656072203.0708,4055667916.434,0,4592289888.767,2018-02-01,962857513.2674,2007777616.3124,BABA,12711740119.5048,INCOME,BABA,quarterly,1514678400000,1608330865000
3301125343.4244,USD,2355889016.5644,6-K,2017-09-30,2,2018,4969242404.064,407951995.6718,112078021.6134,-39009753.172,2650862765.5496,2650862765.5496,5782145645.1636,2488222102.3248005,0,3019805008.0494,2017-11-02,762640674.5126,1456114055.901,BABA,8270367747.4884,INCOME,BABA,quarterly,1506729600000,1608330865000
2573058010.086,USD,2376320756.7375,6-K,2017-06-30,1,2018,4822494291.0684,685706696.5023,117894983.28,-96084411.3732,2163815049.3753,2163815049.3753,4814683748.4261,2580868552.7283,0,2753437334.5044,2017-08-17,692043551.8536,1256907890.4939,BABA,7395552301.1544,INCOME,BABA,quarterly,1498780800000,1608330865000
2152120666.3593,USD,1121242990.8098,20-F,2017-03-31,4,2017,3192339672.9539,647573332.2972,92719559.2159,-111695979.4394,1494384843.53,1494384843.53,4021754126.4659,1322706212.8473,0,2030262196.3878,2017-06-15,621913959.217,1067935347.366,BABA,5344460339.3132,INCOME,BABA,quarterly,1490918400000,1608330865000
2754756630.6438,USD,2753316310.3308,6-K,2016-12-31,3,2017,4914660972.0186,736003679.943,100966453.9413,-100534357.8474,2571691918.8615,2571691918.8615,4693139707.8792,2976277894.7832003,0,3207161240.9571,2017-01-24,636621578.346,1120137107.4201,BABA,7669417602.6624,INCOME,BABA,quarterly,1483142400000,1608330865000
1967908800.9185,USD,1271350363.041,6-K,2016-09-30,2,2017,3174476979.8555,303216611.709,100172451.346,-82177400.206,1143135623.6685,1143135623.6685,3786008801.0965,1356376979.6775002,0,1364174835.1715,2016-11-02,619929511.773,1003673977.3335,BABA,5142385780.774,INCOME,BABA,quarterly,1475193600000,1608330865000
1767104671.168,USD,1105343231.812,6-K,2016-06-30,1,2017,3071066616.02,314630097.702,94193419.972,-61391238.576,1136038851.1,1136038851.1,3511939971.48,1326231315.7079997,0,1389277710.226,2016-08-11,600069263.336,956529665.754,BABA,4838171287.188,INCOME,BABA,quarterly,1467244800000,1608330865000
1418866265.8805,USD,638688627.4757,20-F,2016-03-31,4,2016,2138649172.7708,270488713.6359,74322836.2086,-7601856.8061,526519066.286001,526519066.286001,2811778596.9326,745736841.7186999,0,789405923.1158,2016-05-24,522305929.4708,761850685.6592,BABA,3557515438.6513,INCOME,BABA,quarterly,1459382400000,1608330865000
1687943336,USD,1910361584,6-K,2015-12-31,3,2016,3636376512,548570024,73214600,-6473712,1926391728,1926391728,3337660944,1986658904,0,2468488040,2016-01-29,577855864,946549176,BABA,5324319848,INCOME,BABA,quarterly,1451520000000,1608330865000
1120707960,USD,986807640,6-K,2015-09-30,2,2016,2363686400,262614360,76065440,-8015160,3576018640,3576018640,2479356160,1005038200,0,3830617840,2015-10-27,506841000,737394720,BABA,3484394360,INCOME,BABA,quarterly,1443571200000,1608330865000
1098839007,USD,778405698,10-Q,2015-06-30,1,2016,2216016558,228249378,78102549,-4420899,5050140291,5050140291,2469808908,845046657,0,5273968770,2015-08-12,530671617,734360445,BABA,3314855565,INCOME,BABA,quarterly,1435622400000,1608330865000
3489000000,USD,2524000000,10-Q,2020-12-27,1,2021,4746000000,149000000,141000000,0,2455000000,2455000000,5711000000,2524000000,0,2604000000,2021-02-03,1653000000,567000000,QCOM,8235000000,INCOME,QCOM,quarterly,1609027200000,1613069938000
2765000000,USD,3448000000,10-K,2020-09-27,4,2020,5580000000,346000000,165000000,0,2960000000,2960000000,4903000000,3442000000,0,3306000000,2020-11-04,1581000000,552000000,QCOM,8345000000,INCOME,QCOM,quarterly,1601164800000,1613069938000
2080000000,USD,776000000,10-Q,2020-06-28,3,2020,2813000000,23000000,143000000,0,845000000,845000000,4111000000,782000000,0,868000000,2020-07-29,1520000000,511000000,QCOM,4893000000,INCOME,QCOM,quarterly,1593302400000,1613069938000
2297000000,USD,962000000,10-Q,2020-03-29,2,2020,2919000000,130000000,146000000,0,468000000,468000000,4254000000,962000000,0,598000000,2020-04-29,1468000000,483000000,QCOM,5216000000,INCOME,QCOM,quarterly,1585440000000,1613069938000
2113000000,USD,1020000000,10-Q,2019-12-29,1,2020,2964000000,22000000,148000000,0,925000000,925000000,4057000000,1020000000,0,947000000,2020-02-05,1406000000,528000000,QCOM,5077000000,INCOME,QCOM,quarterly,1577577600000,1613069938000
2118000000,USD,692000000,10-K,2019-09-29,4,2019,2696000000,109000000,149000000,0,506000000,506000000,4122000000,692000000,0,615000000,2019-11-06,1441000000,549000000,QCOM,4814000000,INCOME,QCOM,quarterly,1569715200000,1613069938000
2114000000,USD,5572000000,10-Q,2019-06-30,3,2019,7521000000,3352000000,160000000,0,2149000000,2149000000,4063000000,5572000000,0,5501000000,2019-07-31,1380000000,547000000,QCOM,9635000000,INCOME,QCOM,quarterly,1561852800000,1608330865000
2179000000,USD,886000000,10-Q,2019-03-31,2,2019,2803000000,143000000,162000000,0,663000000,663000000,4096000000,886000000,0,806000000,2019-05-01,1308000000,573000000,QCOM,4982000000,INCOME,QCOM,quarterly,1553990400000,1608330865000
2188000000,USD,838000000,10-Q,2018-12-30,1,2019,2654000000,-509000000,156000000,0,1068000000,1068000000,4004000000,838000000,0,559000000,2019-01-30,1269000000,526000000,QCOM,4842000000,INCOME,QCOM,quarterly,1546128000000,1608330865000
2851000000,USD,798000000,10-K,2018-09-30,4,2018,2953000000,-281000000,207000000,0,-493000000,-493000000,5006000000,798000000,0,-774000000,2018-11-07,1387000000,689000000,QCOM,5804000000,INCOME,QCOM,quarterly,1538265600000,1613069939000
2491000000,USD,1009000000,10-Q,2018-06-24,3,2018,3108000000,-263000000,212000000,0,1219000000,1219000000,4590000000,1009000000,0,956000000,2018-07-25,1416000000,655000000,QCOM,5599000000,INCOME,QCOM,quarterly,1529798400000,1608330865000
2239000000,USD,734000000,10-Q,2018-03-25,2,2018,3022000000,-5000000,179000000,0,363000000,363000000,4527000000,734000000,0,358000000,2018-04-25,1402000000,869000000,QCOM,5261000000,INCOME,QCOM,quarterly,1521936000000,1608330865000
2663000000,USD,1191000000,10-Q,2017-12-24,1,2018,3405000000,5926000000,170000000,0,-5953000000,-5953000000,4877000000,1191000000,0,-27000000,2018-01-31,1420000000,773000000,QCOM,6068000000,INCOME,QCOM,quarterly,1514073600000,1608330865000
2653000000,USD,1081000000,10-K,2017-09-24,4,2017,3252000000,265000000,164000000,1000000,169000000,169000000,4821000000,1084000000,0,435000000,2017-11-01,1397000000,742000000,QCOM,5905000000,INCOME,QCOM,quarterly,1506211200000,1613069939000
2488000000,USD,751000000,10-Q,2017-06-25,3,2017,2883000000,-7000000,133000000,-1000000,866000000,866000000,4620000000,751000000,0,858000000,2017-07-19,1391000000,710000000,QCOM,5371000000,INCOME,QCOM,quarterly,1498348800000,1608330865000
2208000000,USD,793000000,10-Q,2017-03-26,2,2017,2808000000,108000000,107000000,0,749000000,749000000,4223000000,793000000,0,857000000,2017-04-19,1386000000,615000000,QCOM,5016000000,INCOME,QCOM,quarterly,1490486400000,1608330865000
2443000000,USD,1657000000,10-Q,2016-12-25,1,2017,3556000000,189000000,90000000,-1000000,682000000,682000000,4345000000,1654000000,0,870000000,2017-01-25,1311000000,591000000,QCOM,5999000000,INCOME,QCOM,quarterly,1482624000000,1608330865000
2540000000,USD,1811000000,10-K,2016-09-25,4,2016,3644000000,361000000,76000000,0,1599000000,1599000000,4402000000,1782000000,0,1960000000,2016-11-02,1230000000,568000000,QCOM,6184000000,INCOME,QCOM,quarterly,1474761600000,1613069939000
2534000000,USD,1604000000,10-Q,2016-06-26,3,2016,3510000000,250000000,75000000,-1000000,1444000000,1444000000,4422000000,1622000000,0,1693000000,2016-07-20,1268000000,620000000,QCOM,6044000000,INCOME,QCOM,quarterly,1466899200000,1608330865000
2141000000,USD,1479000000,10-Q,2016-03-27,2,2016,3410000000,306000000,72000000,0,1164000000,1164000000,4061000000,1490000000,0,1470000000,2016-04-20,1301000000,619000000,QCOM,5551000000,INCOME,QCOM,quarterly,1459036800000,1608330865000
2534000000,USD,1291000000,10-Q,2015-12-27,1,2016,3241000000,214000000,74000000,-2000000,1498000000,1498000000,4484000000,1291000000,0,1710000000,2016-01-27,1352000000,578000000,QCOM,5775000000,INCOME,QCOM,quarterly,1451174400000,1608330865000
2252000000,USD,1216000000,10-K,2015-09-27,4,2015,3204000000,190000000,70000000,0,1062000000,1062000000,4263000000,1193000000,0,1252000000,2015-11-04,1356000000,655000000,QCOM,5456000000,INCOME,QCOM,quarterly,1443312000000,1608330865000
2451000000,USD,1387000000,10-Q,2015-06-28,3,2015,3381000000,215000000,32000000,-1000000,1184000000,1184000000,4435000000,1397000000,0,1398000000,2015-07-22,1407000000,577000000,QCOM,5832000000,INCOME,QCOM,quarterly,1435449600000,1608330865000
2628000000,USD,2337000000,10-Q,2015-03-29,2,2015,4266000000,487000000,1000000,-1000000,1053000000,1053000000,4548000000,2346000000,0,1539000000,2015-04-22,1375000000,545000000,QCOM,6894000000,INCOME,QCOM,quarterly,1427587200000,1608330865000
473356000,USD,112541000,40-F,2020-12-31,4,2020,504388000,-14119000,4620000,0,123872000,123872000,865203000,112541000,0,109753000,2021-02-17,159077000,220123000,SHOP,977744000,INCOME,SHOP,quarterly,1609372800000,1613794435000
362257000,USD,50561000,6-K,2020-09-30,3,2020,405148000,-4701000,-2550000,0,191068000,191068000,716844000,50561000,0,186367000,2020-10-29,143427000,199407000,SHOP,767405000,INCOME,SHOP,quarterly,1601424000000,1613076889000
339307000,USD,284000,6-K,2020-06-30,2,2020,375034000,-31630000,-5952000,0,35998000,35998000,714057000,284000,0,4368000,2020-07-29,133227000,228157000,SHOP,714341000,INCOME,SHOP,quarterly,1593475200000,1608330865000
213051000,USD,-73233000,6-K,2020-03-31,1,2020,256950000,-28695000,-10467000,0,-31429000,-31429000,543234000,-73233000,0,-60124000,2020-05-06,116396000,199704000,SHOP,470001000,INCOME,SHOP,quarterly,1585612800000,1608330865000
241269000,USD,-30079000,40-F,2019-12-31,4,2019,263891000,-19311000,-23930000,0,771000,771000,535239000,-30079000,0,-18540000,2020-02-12,102753000,191217000,SHOP,505160000,INCOME,SHOP,quarterly,1577750400000,1608330865000
173856000,USD,-35658000,6-K,2019-09-30,3,2019,216696000,48338000,0,0,-72784000,-72784000,426210000,-35658000,0,-24446000,2019-10-29,90387000,161967000,SHOP,390552000,INCOME,SHOP,quarterly,1569801600000,1608330865000
157214000,USD,-39620000,6-K,2019-06-30,2,2019,204765000,0,-12174000,0,-28678000,-28678000,401599000,-39620000,0,-28678000,2019-08-01,85520000,158865000,SHOP,361979000,INCOME,SHOP,quarterly,1561852800000,1608330865000
140191000,USD,-35790000,6-K,2019-03-31,1,2019,180291000,0,-12078000,0,-24151000,-24151000,356272000,-35790000,0,-24151000,2019-04-30,76355000,139726000,SHOP,320482000,INCOME,SHOP,quarterly,1553990400000,1608330865000
158119000,USD,-9458000,40-F,2018-12-31,4,2018,185743000,0,-17343000,0,-1514000,-1514000,353320000,-9458000,0,-1514000,2019-02-12,67024000,128177000,SHOP,343862000,INCOME,SHOP,quarterly,1546214400000,1608330865000
120337000,USD,-31368000,6-K,2018-09-30,3,2018,149727000,0,0,0,-23184000,-23184000,301432000,-31368000,0,-23184000,2018-10-25,61629000,119466000,SHOP,270064000,INCOME,SHOP,quarterly,1538265600000,1608330865000
108008000,USD,-30761000,6-K,2018-06-30,2,2018,136955000,0,-7444000,0,-23953000,-23953000,275724000,-30761000,0,-23953000,2018-07-31,54305000,113411000,SHOP,244963000,INCOME,SHOP,quarterly,1530316800000,1608330865000
90498000,USD,-20333000,6-K,2018-03-31,1,2018,123842000,0,-4649000,0,-15902000,-15902000,234673000,-20333000,0,-15902000,2018-05-01,47716000,96459000,SHOP,214340000,INCOME,SHOP,quarterly,1522454400000,1608330865000
101669000,USD,-6113000,40-F,2017-12-31,4,2017,121145000,0,-2966000,0,-2987000,-2987000,228927000,-6113000,0,-2987000,2018-02-15,40339000,86919000,SHOP,222814000,INCOME,SHOP,quarterly,1514678400000,1608330865000
71429000,USD,-12676000,6-K,2017-09-30,3,2017,100027000,0,-2734000,0,-9380000,-9380000,184132000,-12676000,0,-9380000,2017-10-31,36350000,76353000,SHOP,171456000,INCOME,SHOP,quarterly,1506729600000,1608330865000
64815000,USD,-15907000,6-K,2017-06-30,2,2017,86840000,0,-1435000,0,-14030000,-14030000,167562000,-15907000,0,-14030000,2017-08-01,32714000,70033000,SHOP,151655000,INCOME,SHOP,quarterly,1498780800000,1608330865000
55138000,USD,-14461000,6-K,2017-03-31,1,2017,72241000,0,-715000,0,-13598000,-13598000,141840000,-14461000,0,-13598000,2017-05-02,26594000,60108000,SHOP,127379000,INCOME,SHOP,quarterly,1490918400000,1608330865000
58780000,USD,-9305000,40-F,2016-12-31,4,2016,71603000,0,-698000,0,-8867000,-8867000,139688000,-9305000,0,-8867000,2017-02-15,24472000,56436000,SHOP,130383000,INCOME,SHOP,quarterly,1483142400000,1608330865000
47123000,USD,-9489000,6-K,2016-09-30,3,2016,52455000,0,-404000,0,-9120000,-9120000,109067000,-9489000,0,-9120000,2016-11-02,19462000,42482000,SHOP,99578000,INCOME,SHOP,quarterly,1475193600000,1608330865000
40481000,USD,-8659000,6-K,2016-06-30,2,2016,46166000,0,-231000,0,-8439000,-8439000,95306000,-8659000,0,-8439000,2016-08-03,16732000,38093000,SHOP,86647000,INCOME,SHOP,quarterly,1467244800000,1608330865000
33451000,USD,-9712000,6-K,2016-03-31,1,2016,39271000,0,-203000,0,-8929000,-8929000,82434000,-9712000,0,-8929000,2016-05-04,13670000,35313000,SHOP,72722000,INCOME,SHOP,quarterly,1459382400000,1608330865000
1793000000,USD,573000000,10-K,2020-12-26,4,2020,1451000000,-1232000000,1000000,0,1781000000,1781000000,2674000000,570000000,0,549000000,2021-01-29,573000000,308000000,AMD,3244000000,INCOME,AMD,quarterly,1608940800000,1612292413000
1571000000,USD,450000000,10-Q,2020-09-26,3,2020,1230000000,12000000,11000000,0,390000000,390000000,2352000000,449000000,0,402000000,2020-10-28,508000000,273000000,AMD,2801000000,INCOME,AMD,quarterly,1601078400000,1608330865000
1084000000,USD,174000000,10-Q,2020-06-27,2,2020,848000000,4000000,14000000,0,157000000,157000000,1759000000,173000000,0,161000000,2020-07-29,460000000,215000000,AMD,1932000000,INCOME,AMD,quarterly,1593216000000,1608330865000
968000000,USD,177000000,10-Q,2020-03-28,1,2020,818000000,6000000,13000000,0,162000000,162000000,1609000000,177000000,0,168000000,2020-04-29,442000000,199000000,AMD,1786000000,INCOME,AMD,quarterly,1585353600000,1608330865000
1178000000,USD,348000000,10-K,2019-12-28,4,2019,949000000,35000000,3000000,0,170000000,170000000,1779000000,348000000,0,205000000,2020-02-04,395000000,206000000,AMD,2127000000,INCOME,AMD,quarterly,1577491200000,1608330865000
1024000000,USD,187000000,10-Q,2019-09-28,3,2019,777000000,7000000,24000000,0,120000000,120000000,1615000000,186000000,0,127000000,2019-10-30,406000000,185000000,AMD,1801000000,INCOME,AMD,quarterly,1569628800000,1608330865000
910000000,USD,59000000,10-Q,2019-06-29,2,2019,621000000,2000000,25000000,0,35000000,35000000,1472000000,59000000,0,37000000,2019-07-31,373000000,189000000,AMD,1531000000,INCOME,AMD,quarterly,1561766400000,1608330865000
751000000,USD,-23000000,10-Q,2019-03-30,1,2019,521000000,-13000000,27000000,0,16000000,16000000,1294000000,-22000000,0,3000000,2019-05-01,373000000,170000000,AMD,1272000000,INCOME,AMD,quarterly,1553904000000,1608330865000
882000000,USD,28000000,10-K,2018-12-29,4,2018,537000000,-35000000,11000000,0,38000000,38000000,1391000000,28000000,0,3000000,2019-02-08,371000000,138000000,AMD,1419000000,INCOME,AMD,quarterly,1546041600000,1608330865000
992000000,USD,150000000,10-Q,2018-09-29,3,2018,661000000,12000000,30000000,0,102000000,102000000,1503000000,150000000,0,114000000,2018-10-31,363000000,148000000,AMD,1653000000,INCOME,AMD,quarterly,1538179200000,1608330865000
1104000000,USD,152000000,10-Q,2018-06-30,2,2018,652000000,6000000,31000000,0,116000000,116000000,1603000000,153000000,0,122000000,2018-08-02,357000000,142000000,AMD,1756000000,INCOME,AMD,quarterly,1530316800000,1608330865000
1050000000,USD,119000000,10-Q,2018-03-31,1,2018,597000000,8000000,31000000,0,81000000,81000000,1527000000,120000000,0,89000000,2018-05-03,343000000,134000000,AMD,1647000000,INCOME,AMD,quarterly,1522454400000,1608330865000
965000000,USD,82000000,10-K,2017-12-30,4,2017,515000000,-8000000,25000000,0,61000000,61000000,1398000000,82000000,0,53000000,2018-02-27,300000000,133000000,AMD,1480000000,INCOME,AMD,quarterly,1514592000000,1608330865000
1070000000,USD,124000000,10-Q,2017-09-30,3,2017,573000000,19000000,31000000,0,71000000,71000000,1517000000,126000000,0,90000000,2017-11-02,315000000,132000000,AMD,1643000000,INCOME,AMD,quarterly,1506729600000,1608330865000
818000000,USD,-3000000,10-Q,2017-07-01,2,2017,404000000,3000000,32000000,0,-16000000,-16000000,1222000000,0,0,-13000000,2017-08-03,279000000,125000000,AMD,1222000000,INCOME,AMD,quarterly,1498867200000,1608330865000
653000000,USD,-58000000,10-Q,2017-04-01,1,2017,331000000,5000000,32000000,0,-73000000,-73000000,1040000000,-56000000,0,-68000000,2017-05-08,266000000,121000000,AMD,984000000,INCOME,AMD,quarterly,1491004800000,1608330865000
755000000,USD,-36000000,10-K,2016-12-31,4,2016,351000000,5000000,34000000,0,-51000000,-51000000,1140000000,-34000000,0,-46000000,2017-02-21,264000000,121000000,AMD,1106000000,INCOME,AMD,quarterly,1483142400000,1608330865000
1248000000,USD,-322000000,10-Q,2016-09-24,3,2016,59000000,4000000,41000000,0,-406000000,-406000000,1624000000,-317000000,0,-402000000,2016-10-26,259000000,117000000,AMD,1307000000,INCOME,AMD,quarterly,1474675200000,1608330865000
708000000,USD,-44000000,10-Q,2016-06-25,2,2016,319000000,29000000,41000000,0,69000000,69000000,1068000000,-41000000,0,98000000,2016-07-26,243000000,117000000,AMD,1027000000,INCOME,AMD,quarterly,1466812800000,1608330865000
563000000,USD,-78000000,10-Q,2016-03-26,1,2016,269000000,1000000,40000000,0,-109000000,-109000000,910000000,-78000000,0,-108000000,2016-04-28,242000000,105000000,AMD,832000000,INCOME,AMD,quarterly,1458950400000,1608330865000
675000000,USD,-55000000,10-K,2015-12-26,4,2015,283000000,10000000,41000000,0,-102000000,-102000000,1013000000,-55000000,0,-92000000,2016-02-18,229000000,109000000,AMD,958000000,INCOME,AMD,quarterly,1451088000000,1608330865000
822000000,USD,-110000000,10-Q,2015-09-26,3,2015,239000000,0,39000000,0,-197000000,-197000000,1171000000,-110000000,0,-197000000,2015-11-03,241000000,108000000,AMD,1061000000,INCOME,AMD,quarterly,1443225600000,1608330865000
710000000,USD,-137000000,10-Q,2015-06-27,2,2015,232000000,1000000,40000000,0,-181000000,-181000000,1079000000,-137000000,0,-180000000,2015-07-30,235000000,134000000,AMD,942000000,INCOME,AMD,quarterly,1435363200000,1608330865000
704000000,USD,-50000000,10-Q,2015-03-28,1,2015,326000000,3000000,40000000,0,-180000000,-180000000,1080000000,-50000000,0,-177000000,2015-04-29,242000000,131000000,AMD,1030000000,INCOME,AMD,quarterly,1427500800000,1608330865000
14194000000,USD,17897000000,10-Q,2020-12-31,2,2021,28882000000,2874000000,571000000,0,15463000000,15463000000,25179000000,17897000000,0,18337000000,2021-01-26,4899000000,6086000000,MSFT,43076000000,INCOME,MSFT,quarterly,1609372800000,1611841597000
11002000000,USD,15876000000,10-Q,2020-09-30,1,2021,26152000000,2231000000,589000000,0,13893000000,13893000000,21278000000,15876000000,0,16124000000,2020-10-27,4926000000,5350000000,MSFT,37154000000,INCOME,MSFT,quarterly,1601424000000,1608330865000
12339000000,USD,13407000000,10-K,2020-06-30,4,2020,25694000000,2220000000,686000000,0,11202000000,11202000000,24626000000,13407000000,0,13422000000,2020-07-31,5214000000,7073000000,MSFT,38033000000,INCOME,MSFT,quarterly,1593475200000,1611948443000
10975000000,USD,12975000000,10-Q,2020-03-31,3,2020,24046000000,2091000000,614000000,0,10752000000,10752000000,22046000000,12975000000,0,12843000000,2020-04-29,4887000000,6184000000,MSFT,35021000000,INCOME,MSFT,quarterly,1585612800000,1608330865000
12358000000,USD,13891000000,10-Q,2019-12-31,2,2020,24548000000,2436000000,654000000,0,11649000000,11649000000,23015000000,13891000000,0,14085000000,2020-01-29,4603000000,6054000000,MSFT,36906000000,INCOME,MSFT,quarterly,1577750400000,1608330865000
10406000000,USD,12686000000,10-Q,2019-09-30,1,2020,22649000000,2008000000,637000000,0,10678000000,10678000000,20369000000,12686000000,0,12686000000,2019-10-23,4565000000,5398000000,MSFT,33055000000,INCOME,MSFT,quarterly,1569801600000,1611948443000
10412000000,USD,12405000000,10-K,2019-06-30,4,2019,23305000000,-591000000,669000000,0,13187000000,13187000000,21312000000,12405000000,0,12596000000,2019-08-01,4513000000,6387000000,MSFT,33717000000,INCOME,MSFT,quarterly,1561852800000,1611948443000
10170000000,USD,10341000000,10-Q,2019-03-31,3,2019,20401000000,1677000000,671000000,0,8809000000,8809000000,20230000000,10341000000,0,10486000000,2019-04-24,4316000000,5744000000,MSFT,30571000000,INCOME,MSFT,quarterly,1553990400000,1611948443000
12423000000,USD,10258000000,10-Q,2018-12-31,2,2019,20048000000,1965000000,672000000,0,8420000000,8420000000,22213000000,10258000000,0,10385000000,2019-01-30,4070000000,5720000000,MSFT,32471000000,INCOME,MSFT,quarterly,1546214400000,1611948443000
9905000000,USD,9955000000,10-Q,2018-09-30,1,2019,19179000000,1397000000,674000000,0,8824000000,8824000000,19129000000,9955000000,0,10221000000,2018-10-24,3977000000,5247000000,MSFT,29084000000,INCOME,MSFT,quarterly,1538265600000,1611948443000
9742000000,USD,10379000000,10-K,2018-06-30,4,2018,20343000000,1807000000,672000000,0,8873000000,8873000000,19706000000,10379000000,0,10680000000,2018-08-03,3933000000,6031000000,MSFT,30085000000,INCOME,MSFT,quarterly,1530316800000,1611948443000
9269000000,USD,8292000000,10-Q,2018-03-31,3,2018,17550000000,1217000000,691000000,0,7424000000,7424000000,18527000000,8292000000,0,8641000000,2018-04-26,3715000000,5543000000,MSFT,26819000000,INCOME,MSFT,quarterly,1522454400000,1611948443000
11064000000,USD,8679000000,10-Q,2017-12-31,2,2018,17854000000,15471000000,698000000,0,-6302000000,-6302000000,20239000000,8679000000,0,9169000000,2018-01-31,3504000000,5671000000,MSFT,28918000000,INCOME,MSFT,quarterly,1514678400000,1611948443000
8278000000,USD,7708000000,10-Q,2017-09-30,1,2018,16260000000,1408000000,672000000,0,6576000000,6576000000,16830000000,7708000000,0,7984000000,2017-10-26,3574000000,4978000000,MSFT,24538000000,INCOME,MSFT,quarterly,1506729600000,1611948443000
8456000000,USD,5636000000,10-K,2017-06-30,4,2017,14861000000,-968000000,655000000,0,6513000000,6513000000,17681000000,5636000000,0,5545000000,2017-08-02,3514000000,5711000000,MSFT,23317000000,INCOME,MSFT,quarterly,1498780800000,1611948443000
8060000000,USD,5594000000,10-Q,2017-03-31,3,2017,14030000000,1115000000,609000000,0,4801000000,4801000000,16496000000,5594000000,0,5916000000,2017-04-27,3355000000,5081000000,MSFT,22090000000,INCOME,MSFT,quarterly,1490918400000,1611948443000
9901000000,USD,6177000000,10-Q,2016-12-31,2,2017,14189000000,1163000000,521000000,0,5200000000,5200000000,17913000000,6177000000,0,6363000000,2017-01-26,3062000000,4950000000,MSFT,24090000000,INCOME,MSFT,quarterly,1483142400000,1611948444000
7844000000,USD,5225000000,10-Q,2016-09-30,1,2017,12609000000,635000000,437000000,0,4690000000,4690000000,15228000000,5225000000,0,5325000000,2016-10-20,3106000000,4278000000,MSFT,20453000000,INCOME,MSFT,quarterly,1475193600000,1611948444000
7979000000,USD,4190000000,10-K,2016-06-30,4,2016,12635000000,-77000000,345000000,0,3424000000,3424000000,16424000000,4190000000,0,3347000000,2016-07-28,3146000000,5299000000,MSFT,20614000000,INCOME,MSFT,quarterly,1467244800000,1611948444000
7722000000,USD,5283000000,10-Q,2016-03-31,3,2016,12809000000,1280000000,340000000,0,3756000000,3756000000,15248000000,5283000000,0,5036000000,2016-04-21,2980000000,4546000000,MSFT,20531000000,INCOME,MSFT,quarterly,1459382400000,1611948444000
